"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"14","200081_s_at","RPS6","6194","ribosomal protein S6",0.599142115733143,12.9586713401921,3.2901438295528,0.00256814575347202,0.00589475942377257,-1.94785792745014
"15","200082_s_at","RPS7","6201","ribosomal protein S7",0.747191348575418,12.6177194220103,3.65207034936385,0.000985728532545001,0.00281209216138183,-1.04475596255116
"16","200085_s_at","ELOB","6923","elongin B",0.352834085847045,10.8536182925237,1.67508719085353,0.104331999297912,0.13571037324783,-5.26553390505388
"17","200093_s_at","HINT1","3094","histidine triad nucleotide binding protein 1",-0.195426656902855,10.432683592341,-1.01916627718976,0.316288895210574,0.362860475045501,-6.10809530548277
"18","200593_s_at","HNRNPU","3192","heterogeneous nuclear ribonucleoprotein U",0.622759563914819,10.0761003566101,3.2124443734418,0.00314071936095981,0.00692208296967758,-2.13633167144406
"19","200595_s_at","EIF3A","8661","eukaryotic translation initiation factor 3 subunit A",0.395130601966514,8.99114240121609,1.61226120476441,0.117397564417818,0.150123648354496,-5.36158062925514
"20","200602_at","APP","351","amyloid beta precursor protein",-0.019726808467281,9.28423923097341,-0.0728809554199969,0.94238554530452,0.95066284189633,-6.62376438004453
"21","200604_s_at","PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha",0.526552788155236,8.88676804525326,1.78736757775506,0.0840056870652437,0.112091925812961,-5.08640193936962
"22","200607_s_at","RAD21","5885","RAD21 cohesin complex component",0.883370133082954,9.1957988140068,2.60678535581772,0.0141093838222971,0.0236887922214095,-3.522446156518
"23","200615_s_at","AP2B1","163","adaptor related protein complex 2 subunit beta 1",0.924399191521273,8.57982563445724,4.75869121424485,4.62120789099874e-05,0.000364640347836821,1.88693485356051
"24","200616_s_at","MLEC","9761","malectin",0.730000525064611,10.3930222582936,3.41303273973548,0.00186184445861853,0.00454612572139846,-1.64564092493857
"25","200620_at","TMEM59","9528","transmembrane protein 59",-0.72589916003956,11.9409739856514,-4.13475289233287,0.000264104151522942,0.00110078894337721,0.21050969265094
"26","200621_at","CSRP1","1465","cysteine and glycine rich protein 1",-0.938663726430518,10.7485473596765,-3.23807887758126,0.00293948904374781,0.00653430503559996,-2.07438341404619
"27","200628_s_at","WARS1","7453","tryptophanyl-tRNA synthetase 1",0.827037812363924,9.28051123873085,3.30183314777806,0.00249119253304479,0.00576076662563154,-1.91932385381729
"28","200632_s_at","NDRG1","10397","N-myc downstream regulated 1",-0.9024913341312,11.433647176431,-3.9674958797104,0.000418581359982904,0.00152349858838848,-0.229816882428968
"29","200637_s_at","PTPRF","5792","protein tyrosine phosphatase receptor type F",-0.596919621988507,9.8839057194592,-1.88839148291946,0.0686965269029928,0.0940520661925743,-4.91728806384906
"30","200641_s_at","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",1.05420063206858,10.6784794166807,2.20832704322216,0.0350207530309809,0.0516471969573803,-4.33528950985753
"31","200644_at","MARCKSL1","65108","MARCKS like 1",0.577688199305193,11.2964683931071,3.15709976140011,0.00362106363560183,0.00771746964536171,-2.26927170936206
"32","200646_s_at","NUCB1","4924","nucleobindin 1",0.137088905679571,8.76396926800112,0.544287950475237,0.590274127603101,0.630099851875118,-6.47677496437206
"33","200648_s_at","GLUL","2752","glutamate-ammonia ligase",0.391666228387697,8.55101016119514,1.23673535797327,0.225798526807969,0.267558743458736,-5.86927539474668
"34","200656_s_at","P4HB","5034","prolyl 4-hydroxylase subunit beta",0.574088444244248,10.5393240990112,2.44267559253175,0.0206957723599468,0.032676980696637,-3.86807417421515
"35","200658_s_at","PHB","5245","prohibitin",0.709703906986141,9.22021466749702,3.11952670355604,0.00398632484770405,0.00830752241446926,-2.35887940273268
"36","200660_at","S100A11","6282","S100 calcium binding protein A11",1.73912138606749,10.5544608171388,5.58676388161051,4.47566168972683e-06,9.13093874989664e-05,4.14685191134195
"37","200661_at","CTSA","5476","cathepsin A",-0.623807948262922,11.3289617668891,-3.04665274131376,0.00479718394524571,0.00956660283871828,-2.53113562901627
"38","200662_s_at","TOMM20","9804","translocase of outer mitochondrial membrane 20",0.85522739813169,9.72045969343748,3.8207863487274,0.000624786114642785,0.00203088232862398,-0.611625517227194
"39","200665_s_at","SPARC","6678","secreted protein acidic and cysteine rich",1.09271945060945,10.7047772737467,4.10015110941342,0.0002905928158698,0.00117487395307986,0.119015135512108
"40","200671_s_at","SPTBN1","6711","spectrin beta, non-erythrocytic 1",0.559272758786051,8.22698523317482,1.44460886810451,0.158952250464036,0.196066399637619,-5.60262163294839
"41","200677_at","PTTG1IP","754","PTTG1 interacting protein",-0.575592309246231,11.7939775516236,-3.24052385020098,0.0029209547325667,0.00650609819885816,-2.06846279232153
"42","200679_x_at","HMGB1","3146","high mobility group box 1",1.17431661364151,11.2540588453975,4.38179325489768,0.000132956908492233,0.00070599207745619,0.868957500526112
"43","200681_at","GLO1","2739","glyoxalase I",0.945450415868567,10.8700335060499,4.45849930594303,0.000107311238418428,0.000622744169860039,1.07501795386412
"44","200687_s_at","SF3B3","23450","splicing factor 3b subunit 3",1.10957269962705,9.57912070337805,5.5717963804137,4.66818051743851e-06,9.33937276424312e-05,4.10600050968479
"45","200692_s_at","HSPA9","3313","heat shock protein family A (Hsp70) member 9",0.823697298503308,9.61089575337801,3.7760330870679,0.000705476815261522,0.00223005464233026,-0.727172846111466
"46","200696_s_at","GSN","2934","gelsolin",-1.34124495967595,11.2206729984446,-5.88163229753334,1.95611920276716e-06,5.27471795459213e-05,4.95003732312544
"47","200700_s_at","KDELR2","11014","KDEL endoplasmic reticulum protein retention receptor 2",0.778088794917338,11.2864171979095,3.60437072224817,0.00112022545061998,0.00308783921988671,-1.16592886952183
"48","200704_at","LITAF","9516","lipopolysaccharide induced TNF factor",-1.05906204144394,11.3015805683547,-4.89970763418889,3.10629205615082e-05,0.000293677184942796,2.27057958646006
"49","200710_at","ACADVL","37","acyl-CoA dehydrogenase very long chain",-0.907543859853032,11.4140898105735,-4.6895425659416,5.61344239523309e-05,0.000407664750998075,1.6992571859112
"50","200712_s_at","MAPRE1","22919","microtubule associated protein RP/EB family member 1",0.671360936844581,8.7243185315975,2.04412071656037,0.0498234760256928,0.0707105716959604,-4.64251798871355
"51","200722_s_at","CAPRIN1","4076","cell cycle associated protein 1",0.709469655602616,9.24917740795711,2.43613883014837,0.0210088993009496,0.0331207914246288,-3.88153803696939
"52","200727_s_at","ACTR2","10097","actin related protein 2",0.447869184858328,9.0746729469767,1.20453157322054,0.237819543679879,0.280303460642838,-5.90727316087076
"53","200730_s_at","PTP4A1","7803","protein tyrosine phosphatase 4A1",0.00490101367121731,8.23204519266065,0.0143868239790885,0.988616809871785,0.988935718520131,-6.62635633377275
"54","200736_s_at","GPX1","2876","glutathione peroxidase 1",0.714162552626679,10.0878282673695,3.7380956541237,0.000781766815928714,0.00239632100686982,-0.824760872720788
"55","200750_s_at","RAN","5901","RAN, member RAS oncogene family",1.11058181404801,10.8934785253655,4.17532813575016,0.00023605768617004,0.00101951933818007,0.318046482434485
"56","200751_s_at","HNRNPC","3183","heterogeneous nuclear ribonucleoprotein C",0.954674729529199,8.45703012840853,3.40163997978239,0.00191850441848315,0.00464439178116014,-1.67386212992673
"57","200755_s_at","CALU","813","calumenin",1.06282260202809,8.79041641153573,4.91446707751501,2.97969287217352e-05,0.000284308541434157,2.31079281262097
"58","200760_s_at","ARL6IP5","10550","ADP ribosylation factor like GTPase 6 interacting protein 5",-0.114303393025835,9.77664030466563,-0.424658617100233,0.674121664238131,0.707189201895278,-6.53516485183918
"59","200762_at","DPYSL2","1808","dihydropyrimidinase like 2",0.153389478423415,9.22948817971742,0.477688261416768,0.636341051731889,0.67257276043409,-6.51103301380853
"60","200769_s_at","MAT2A","4144","methionine adenosyltransferase 2A",0.726728774692457,9.13631590273802,2.62114855853849,0.0136367872903442,0.0230401799004537,-3.4915211451582
"61","200770_s_at","LAMC1","3915","laminin subunit gamma 1",0.707197908128487,8.71297667815655,3.61314366134655,0.00109421936829944,0.00304867408903554,-1.14368761111934
"62","200776_s_at","BZW1","9689","basic leucine zipper and W2 domains 1",0.439676006042909,8.85228777586617,2.19590929312379,0.0359841608056277,0.0528847785110196,-4.35912451982948
"63","200778_s_at","SEPTIN2","4735","septin 2",0.610435037771676,10.1580240684994,1.95115743220812,0.060450365435205,0.0837982043873807,-4.80855508462345
"64","200782_at","ANXA5","308","annexin A5",0.56789377380179,10.2747861757945,2.52257021980517,0.0171993076367995,0.0279533820658886,-3.70161148267007
"65","200786_at","PSMB7","5695","proteasome 20S subunit beta 7",0.554814270991297,10.572767979681,3.31700758618631,0.00239459472497935,0.00558318664824133,-1.88221410277918
"66","200787_s_at","PEA15","8682","proliferation and apoptosis adaptor protein 15",0.675137163788541,8.39042217458162,2.63591509044878,0.0131662624219759,0.02229851434765,-3.45961822637825
"67","200790_at","ODC1","4953","ornithine decarboxylase 1",1.05895610841932,11.2366331935474,4.08747518990489,0.000300936470936933,0.00120118224829599,0.0855474015485251
"68","200793_s_at","ACO2","50","aconitase 2",-0.853336779010993,10.4763764848188,-4.81033517629008,3.995857558191e-05,0.000335686551834363,2.0273065621409
"69","200795_at","SPARCL1","8404","SPARC like 1",-1.05954467687871,10.2626842222523,-3.37030141139601,0.00208306686267421,0.00497274083229618,-1.75128123961502
"70","200796_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",-0.0100937312354379,7.36469173106278,-0.0269786566647775,0.978655773398352,0.980236289828259,-6.62609183610061
"71","200806_s_at","HSPD1","3329","heat shock protein family D (Hsp60) member 1",1.9605388030008,10.8645958725307,4.06783441832782,0.000317682249222018,0.00124072122775501,0.033745012045066
"72","200808_s_at","ZYX","7791","zyxin",0.706170551992239,9.22199540760313,3.54744762961985,0.00130413036560769,0.00344766262894241,-1.30973492745565
"73","200810_s_at","CIRBP","1153","cold inducible RNA binding protein",-0.769527731883654,10.2860584089522,-3.41658430960361,0.00184451372535401,0.00451803875380946,-1.63683503192756
"74","200812_at","CCT7","10574","chaperonin containing TCP1 subunit 7",0.740903312366196,10.5225000891731,4.31083704551861,0.000162032111188895,0.00080891705861469,0.678972659434647
"75","200821_at","LAMP2","3920","lysosomal associated membrane protein 2",0.75664906245963,5.90959244332275,3.12948244127267,0.00388625873543255,0.00815930151562378,-2.33518771942696
"76","200823_x_at","RPL29","6159","ribosomal protein L29",0.680670470682252,12.3756738040861,3.58649588934839,0.00117508188309413,0.00320768390798847,-1.21118157532646
"77","200824_at","GSTP1","2950","glutathione S-transferase pi 1",0.879073239372275,10.5715602765576,5.50391332479491,5.65123784044778e-06,0.00010113295935502,3.92065581541801
"78","200825_s_at","HYOU1","10525","hypoxia up-regulated 1",0.71530340326958,10.7711456086207,3.41725276577907,0.00184126927959389,0.00451365694547087,-1.63517720098104
"79","200826_at","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide",0.83236647480811,11.4979631228361,3.65962739820462,0.000965913569703724,0.0027836070309382,-1.0255043101256
"80","200828_s_at","ZNF207","7756","zinc finger protein 207",0.73231112487391,10.3545566340878,3.37174311070565,0.00207520675210253,0.004961616143616,-1.74772648566543
"81","200832_s_at","SCD","6319","stearoyl-CoA desaturase",2.10032965027391,9.27995039918743,5.88238067122072,1.95202533889186e-06,5.27471795459213e-05,4.95207096882977
"82","200837_at","BCAP31","10134","B cell receptor associated protein 31",0.680687320644575,11.0653090720648,3.25953803354591,0.00278059013072336,0.00625279912644897,-2.02234781259871
"83","200841_s_at","EPRS1","2058","glutamyl-prolyl-tRNA synthetase 1",0.703137617712293,7.33048614390403,2.81499098566667,0.00854211590676762,0.0154185689329956,-3.06421224583759
"84","200845_s_at","PRDX6","9588","peroxiredoxin 6",-1.56930589270813,10.5714560067641,-6.23201125162586,7.36406602206449e-07,3.19066245665404e-05,5.89851426175708
"85","200847_s_at","SARAF","51669","store-operated calcium entry associated regulatory factor",-0.558335147053866,10.4361848976571,-2.2437791464808,0.0323963107420491,0.0482753289817849,-4.26671557316105
"86","200853_at","H2AZ1","3015","H2A.Z variant histone 1",0.779531791542984,11.1029640508333,3.44669554503891,0.00170370169521069,0.00426406695467987,-1.56202055786347
"87","200857_s_at","NCOR1","9611","nuclear receptor corepressor 1",-0.392691925215127,8.88547619565422,-1.99043049637194,0.0557408239588215,0.0780962174216349,-4.7391287354329
"88","200864_s_at","RAB11A","8766","RAB11A, member RAS oncogene family",-0.294799453165412,7.94283626848264,-1.2230442713199,0.230852312075843,0.272876658231065,-5.88554038642406
"89","200868_s_at","RNF114","55905","ring finger protein 114",0.833953892096476,9.93631813448091,3.45844895831963,0.00165160368147142,0.00415042383812226,-1.53274331886686
"90","200870_at","STRAP","11171","serine/threonine kinase receptor associated protein",0.717928556974284,10.6651196574883,4.04723951747831,0.000336224642964115,0.00129198589570226,-0.0205015682649448
"91","200873_s_at","CCT8","10694","chaperonin containing TCP1 subunit 8",0.720448318680456,10.9809607756804,2.99932465852759,0.00540529585207466,0.0105752822948161,-2.64188158889111
"92","200877_at","CCT4","10575","chaperonin containing TCP1 subunit 4",0.942041991802657,11.7508626018733,4.68237632152966,5.72767342157638e-05,0.000412100122512955,1.6798266168367
"93","200878_at","EPAS1","2034","endothelial PAS domain protein 1",-0.741612551702586,10.2665440079616,-3.5083457261245,0.00144706873359381,0.00375197336360736,-1.40799648821518
"94","200881_s_at","DNAJA1","3301","DnaJ heat shock protein family (Hsp40) member A1",0.647839290348974,10.3720845965588,3.85303490948801,0.00057230251089064,0.00191879471122649,-0.528087112292748
"95","200882_s_at","PSMD4","5710","proteasome 26S subunit, non-ATPase 4",0.268295203364417,10.2875305158193,1.41662654823483,0.166913082389966,0.204989096432192,-5.64063272632414
"96","200884_at","CKB","1152","creatine kinase B",-1.88002747456859,11.2055150101866,-4.27419845910874,0.000179419095050349,0.000855967098078663,0.581129603226455
"97","200890_s_at","SSR1","6745","signal sequence receptor subunit 1",0.995906971753996,8.11947063326323,4.45703860214322,0.00010775052127939,0.000622744169860039,1.0710877950809
"98","200894_s_at","FKBP4","2288","FKBP prolyl isomerase 4",1.00887810067187,8.5875652253355,4.44620391202253,0.000111064930408379,0.000634276886181186,1.04194331790915
"99","200900_s_at","M6PR","4074","mannose-6-phosphate receptor, cation dependent",0.650457069500584,8.29558381313823,2.58711988694855,0.0147810841608864,0.0246828982137365,-3.56461549198076
"100","200902_at","SELENOF","9403","selenoprotein F",0.321476970099527,8.43650016518902,1.64660313950884,0.110097401746996,0.141782409807905,-5.30945766236849
"101","200903_s_at","AHCY","191","adenosylhomocysteinase",1.50928822560918,10.2905136832038,4.12433565713913,0.000271818502266535,0.00112238239085023,0.182943489202833
"102","200906_s_at","PALLD","23022","palladin, cytoskeletal associated protein",-0.24353313280405,7.61823055387045,-0.607502967110001,0.548097355228166,0.592625487643843,-6.44021427461655
"103","200910_at","CCT3","7203","chaperonin containing TCP1 subunit 3",0.885319134703373,10.4601158293048,3.73581939879471,0.000786591460887096,0.00240080720493197,-0.830605359242989
"104","200911_s_at","TACC1","6867","transforming acidic coiled-coil containing protein 1",-0.538887719441247,10.6023541088608,-2.75475603616887,0.00989381976457399,0.0175002025465746,-3.1989265209747
"105","200914_x_at","KTN1","3895","kinectin 1",-0.447723925197034,8.26212764509634,-1.37369022596746,0.1797362814305,0.218659163874453,-5.69769321772329
"106","200917_s_at","SRPRA","6734","SRP receptor subunit alpha",0.463428446890903,7.78213965754879,1.53102040592133,0.136262702874527,0.17093472557197,-5.48119868924933
"107","200921_s_at","BTG1","694","BTG anti-proliferation factor 1",-0.725469120204009,10.629591551827,-3.52560404421237,0.00138220296814751,0.00361400624302312,-1.36468055073047
"108","200922_at","KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1",0.735956142515887,9.76616030373645,2.67577199372685,0.0119704736857184,0.0205312162054274,-3.37296031963027
"109","200927_s_at","RAB14","51552","RAB14, member RAS oncogene family",-0.14938321727656,9.55453411609094,-0.759949967747281,0.453227131755626,0.500518994150355,-6.33602923675079
"110","200930_s_at","VCL","7414","vinculin",-0.485256220596264,5.98250621049655,-1.68909595065736,0.101590227877746,0.132477416589105,-5.24370360149247
"111","200934_at","DEK","7913","DEK proto-oncogene",0.882929690528902,10.2573958146619,4.23885562919165,0.000197931032372535,0.000906623532329734,0.48692252152687
"112","200935_at","CALR","811","calreticulin",0.932759502644751,9.60412390831383,3.65889837763607,0.00096780809596613,0.0027836070309382,-1.02736213369549
"113","200936_at","RPL8","6132","ribosomal protein L8",0.496591383860869,12.8487383104768,2.61088310954342,0.0139730291837013,0.0235107778071935,-3.513634153924
"114","200942_s_at","HSBP1","3281","heat shock factor binding protein 1",0.68467155210919,10.8243331706622,3.92256500696183,0.00047338257462711,0.0016738419200897,-0.34721867855909
"115","200946_x_at","GLUD1","2746","glutamate dehydrogenase 1",0.0457951291315073,9.6955943440121,0.185060497426284,0.854429465613464,0.872722586583449,-6.60908036463023
"116","200951_s_at","CCND2","894","cyclin D2",1.60773423040913,7.55181133861986,5.28499236315685,1.04753407356759e-05,0.000143101460886921,3.32245170242104
"117","200956_s_at","SSRP1","6749","structure specific recognition protein 1",1.02463306696486,8.98274395366965,4.24868385816563,0.000192601980335412,0.000896954596166436,0.513102124962967
"118","200968_s_at","PPIB","5479","peptidylprolyl isomerase B",0.659677119210526,10.3571285826401,2.31104983288771,0.0278981180122429,0.0424703308571258,-4.13449025726884
"119","200969_at","SERP1","27230","stress associated endoplasmic reticulum protein 1",-0.0159207527852736,9.75355396126614,-0.0658452315377584,0.947938739417952,0.954711929501484,-6.62425994182468
"120","200973_s_at","TSPAN3","10099","tetraspanin 3",-0.852215830803345,11.441070194245,-3.15162485785178,0.00367222392640107,0.00779970301080118,-2.28236163450328
"121","200974_at","ACTA2","59","actin alpha 2, smooth muscle",-0.701152061341913,11.1241473839526,-2.16537459853659,0.038454786815495,0.0560640780041608,-4.41732247056798
"122","200975_at","PPT1","5538","palmitoyl-protein thioesterase 1",0.467870698734666,9.97166709165173,2.09163747818148,0.0450554376725769,0.064623918696883,-4.55541047480768
"123","200979_at","PDHA1","5160","pyruvate dehydrogenase E1 alpha 1 subunit",-0.321000840243101,8.45978408059827,-1.47072646824719,0.151797133254618,0.18829102110509,-5.56656241786719
"124","200982_s_at","ANXA6","309","annexin A6",0.131384439694125,9.40533665529276,0.548930013211558,0.587124123193408,0.627385219167043,-6.47422383433518
"125","200989_at","HIF1A","3091","hypoxia inducible factor 1 subunit alpha",0.306805912958104,10.199018912098,1.35799844066415,0.184610335323687,0.223958207959723,-5.7181618899874
"126","200990_at","TRIM28","10155","tripartite motif containing 28",0.869281307135951,10.5127302190737,4.04180519211899,0.000341292044402908,0.00130660077739928,-0.0348029360439028
"127","200992_at","IPO7","10527","importin 7",1.21157912685178,9.85550119129681,5.11896531352402,1.67351656178668e-05,0.000190819656580284,2.86877992773521
"128","200999_s_at","CKAP4","10970","cytoskeleton associated protein 4",-0.044575297572008,10.1481999844741,-0.195817254148172,0.846076120114755,0.865045185781686,-6.60700242234086
"129","201000_at","AARS1","16","alanyl-tRNA synthetase 1",0.945870757066926,10.3155409225333,4.79310573156046,4.19451151406182e-05,0.000345024314853563,1.98045780171291
"130","201007_at","HADHB","3032","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta",-0.563749825446989,10.7717235140806,-2.95551822353494,0.00603269175123406,0.0115242251259214,-2.7435692664109
"131","201008_s_at","TXNIP","10628","thioredoxin interacting protein",-0.953961600003241,10.4441630102937,-2.00629817198627,0.0539309991695948,0.0759836567128185,-4.7107789424549
"132","201014_s_at","PAICS","10606","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase",1.9980922802346,8.99124574582383,5.11517527423525,1.6915115003545e-05,0.00019213835760437,2.85842798276424
"133","201016_at","EIF1AX","1964","eukaryotic translation initiation factor 1A X-linked",1.420786833607,6.37137997745218,4.51394346799976,9.18863709575715e-05,0.000557611812797317,1.2243620103921
"134","201020_at","YWHAH","7533","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta",0.0191995777721203,9.38236454804168,0.0786407374654344,0.937841610302509,0.946386864154923,-6.62332128407969
"135","201021_s_at","DSTN","11034","destrin, actin depolymerizing factor",0.386528605009429,10.9340809476668,1.33077071678817,0.193310625771,0.233160735323171,-5.75318532415318
"136","201027_s_at","EIF5B","9669","eukaryotic translation initiation factor 5B",0.843767598586401,9.09177092193198,4.58052000113456,7.62433395072938e-05,0.000496065402379548,1.40409507677669
"137","201028_s_at","CD99","4267","CD99 molecule (Xg blood group)",-0.104271838680498,10.2272722134267,-0.434213805420161,0.667246285946168,0.700905170752686,-6.53102336205535
"138","201031_s_at","HNRNPH1","3187","heterogeneous nuclear ribonucleoprotein H1",0.332471510952283,10.1084582662415,1.3890395645709,0.175066389449111,0.213312720503613,-5.6774713248358
"139","201032_at","BLCAP","10904","BLCAP apoptosis inducing factor",0.0972695233155942,10.7481394780221,0.477672275392028,0.636352298972467,0.67257276043409,-6.51104070963824
"140","201036_s_at","HADH","3033","hydroxyacyl-CoA dehydrogenase",-0.625016930701468,9.96188640607379,-2.29509597256081,0.0289105681221507,0.0439253658729982,-4.16609491809448
"141","201039_s_at","RAD23A","5886","RAD23 homolog A, nucleotide excision repair protein",0.607702337286081,8.83847849745573,2.95944330812628,0.00597378094157366,0.0114633011756311,-2.73449062866647
"142","201041_s_at","DUSP1","1843","dual specificity phosphatase 1",-1.14680240328673,11.159418995198,-3.97553061244788,0.000409459455083201,0.00149813574475546,-0.208780966756588
"143","201051_at","ANP32A","8125","acidic nuclear phosphoprotein 32 family member A",0.26166868431894,10.0617931267749,1.28877719033357,0.207344782203186,0.247584200851783,-5.80596668018435
"144","201053_s_at","PSMF1","9491","proteasome inhibitor subunit 1",0.156865159022328,7.50467761565257,0.667789711193789,0.509382862866851,0.555218368277717,-6.40170537233902
"145","201054_at","HNRNPA0","10949","heterogeneous nuclear ribonucleoprotein A0",0.415197362833005,9.26269096561871,2.07571747435578,0.046605923434877,0.0666013680053242,-4.58476092279112
"146","201058_s_at","MYL9","10398","myosin light chain 9",-1.43097760277095,9.86780493087092,-2.46797409181723,0.0195237780896064,0.0311116319917109,-3.81574259126568
"147","201063_at","RCN1","5954","reticulocalbin 1",1.03768936597806,9.80500036568027,3.91063795594674,0.000489072558311418,0.00171201229335586,-0.378315648013748
"148","201064_s_at","PABPC4","8761","poly(A) binding protein cytoplasmic 4",0.576192053651692,9.99290403785221,3.20177909726592,0.00322826917479447,0.00706880612049995,-2.16203645448519
"149","201068_s_at","PSMC2","5701","proteasome 26S subunit, ATPase 2",0.648072117103183,10.2177073200378,3.10000934933981,0.00418966698633618,0.00864414991658582,-2.40521540834493
"150","201075_s_at","SMARCC1","6599","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",1.14293769491219,8.95179883377863,4.57176088891213,7.81397955160304e-05,0.000501908057366801,1.38042489914494
"151","201079_at","SYNGR2","9144","synaptogyrin 2",0.673487682980598,10.7997741715827,3.68076567580442,0.00091252243805482,0.0026822105027564,-0.971577213758382
"152","201091_s_at","CBX3","11335","chromobox 3",1.1088545852792,8.60774564599276,4.84322066965276,3.64232954666893e-05,0.000318790432079121,2.11677275577995
"153","201101_s_at","BCLAF1","9774","BCL2 associated transcription factor 1",0.613930164402605,8.35565408992818,2.28395662513731,0.0296370581220349,0.0448314718226489,-4.18807180269487
"154","201105_at","LGALS1","3956","galectin 1",0.0504907518113011,10.9180545419567,0.17366770189097,0.863295453088205,0.880907930248938,-6.61115347611412
"155","201108_s_at","THBS1","7057","thrombospondin 1",-0.750927196188456,9.2843687029485,-2.72373145689003,0.0106657629582712,0.0186230466968463,-3.26764572965498
"156","201111_at","CSE1L","1434","chromosome segregation 1 like",1.66258962316529,8.79382750604169,4.41670343732183,0.000120609475619773,0.000664316134808019,0.962655468171405
"157","201114_x_at","PSMA7","5688","proteasome 20S subunit alpha 7",0.744864374172531,11.577644226087,2.93169851580162,0.00640215002647042,0.0121334250970983,-2.79852402786443
"158","201115_at","POLD2","5425","DNA polymerase delta 2, accessory subunit",0.984326318244266,9.27882098128604,4.6931348221627,5.55703613333898e-05,0.000407384611098917,1.70899867123018
"159","201116_s_at","CPE","1363","carboxypeptidase E",-0.122110310126475,7.83364124329149,-0.45832182161594,0.650030563877019,0.685161379531828,-6.52017016141813
"160","201118_at","PGD","5226","phosphogluconate dehydrogenase",0.888864267486436,9.0677742136471,4.05019206195554,0.000333502504536226,0.00128630754548114,-0.0127292272626853
"161","201120_s_at","PGRMC1","10857","progesterone receptor membrane component 1",0.264840909858073,10.0493637920007,0.928240892836443,0.360705696412693,0.408378373339087,-6.19519969736018
"162","201123_s_at","EIF5A","1984","eukaryotic translation initiation factor 5A",1.19940333452515,9.12063705401734,1.69228448183367,0.100974664192134,0.131785536052107,-5.23871390279964
"163","201130_s_at","CDH1","999","cadherin 1",0.182305793701154,8.9277770291982,0.335355012551622,0.739695715505366,0.766737718485401,-6.56946037643639
"164","201133_s_at","PJA2","9867","praja ring finger ubiquitin ligase 2",-0.786974170486737,8.62588164786754,-3.30683197047645,0.00245896468627546,0.00570325317287974,-1.90710751215107
"165","201135_at","ECHS1","1892","enoyl-CoA hydratase, short chain 1",-0.284348718443505,11.1176376583562,-1.4925040827615,0.146030031563841,0.181936170301113,-5.53606935316134
