"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"16","200085_s_at","ELOB","6923","elongin B",-10.7426696948619,10.8536182925237,-33.4151574620574,2.91933877586068e-25,3.47018544310285e-24,45.3315493483555
"17","200093_s_at","HINT1","3094","histidine triad nucleotide binding protein 1",-10.6236776811712,10.432683592341,-36.2994908648201,2.59315930564043e-26,6.18568231291613e-25,47.2019880182206
"18","200593_s_at","HNRNPU","3192","heterogeneous nuclear ribonucleoprotein U",-9.59145196489955,10.0761003566101,-32.4163394917241,7.07319138870449e-25,6.8117908373828e-24,44.6293799544118
"19","200595_s_at","EIF3A","8661","eukaryotic translation initiation factor 3 subunit A",-8.46178835995149,8.99114240121609,-22.6214949558434,2.22104918282855e-20,4.24348596045201e-20,35.7958666395088
"20","200602_at","APP","351","amyloid beta precursor protein",-8.98392509122788,9.28423923097341,-21.7464192731832,6.77706658400564e-20,1.17999345743972e-19,34.7876585518986
"21","200604_s_at","PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha",-8.40477275644916,8.88676804525326,-18.6922826833909,4.6532547807372e-18,6.18771143870757e-18,30.8892603641436
"22","200607_s_at","RAD21","5885","RAD21 cohesin complex component",-8.46651603511473,9.1957988140068,-16.3693600695198,1.75373138901126e-16,2.05064895826694e-16,27.4625066732825
"23","200615_s_at","AP2B1","163","adaptor related protein complex 2 subunit beta 1",-7.75301653136159,8.57982563445724,-26.149481588538,3.5498690351532e-22,1.08776125276779e-21,39.4475970009574
"24","200616_s_at","MLEC","9761","malectin",-9.24237453397831,10.3930222582936,-28.311654583545,3.59835276918921e-23,1.59082165124688e-22,41.4022872401753
"25","200620_at","TMEM59","9528","transmembrane protein 59",-12.4077409387672,11.9409739856514,-46.3052665617277,2.00583711700419e-29,5.85294557286366e-27,52.2534706711344
"26","200621_at","CSRP1","1465","cysteine and glycine rich protein 1",-11.2766136418603,10.7485473596765,-25.4871042171632,7.41209206481056e-22,2.05039228304884e-21,38.8083628383927
"27","200628_s_at","WARS1","7453","tryptophanyl-tRNA synthetase 1",-8.67695217294223,9.28051123873085,-22.6966293975978,2.02181907787761e-20,3.92066480010211e-20,35.8803824995272
"28","200632_s_at","NDRG1","10397","N-myc downstream regulated 1",-12.180295768661,11.433647176431,-35.0829160091533,7.03464753176563e-26,1.19859571406622e-24,46.4401981340641
"29","200637_s_at","PTPRF","5792","protein tyrosine phosphatase receptor type F",-10.5365628131734,9.8839057194592,-21.8393417211581,6.0087223768931e-20,1.05749421627386e-19,34.896846542806
"30","200641_s_at","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",-9.86722539572171,10.6784794166807,-13.5425227238014,2.65304600904204e-14,2.83204670362801e-14,22.6286507319264
"31","200644_at","MARCKSL1","65108","MARCKS like 1",-10.63441090466,11.2964683931071,-38.0778704471242,6.37764481107316e-27,2.2732271907055e-25,48.2499373083352
"32","200646_s_at","NUCB1","4924","nucleobindin 1",-8.73040247199425,8.76396926800112,-22.7104155545416,1.98731283604652e-20,3.85840869986047e-20,35.8958556144098
"33","200648_s_at","GLUL","2752","glutamate-ammonia ligase",-7.9761661475692,8.55101016119514,-16.5013413752804,1.41135568433597e-16,1.6609540710155e-16,27.6693842735675
"34","200656_s_at","P4HB","5034","prolyl 4-hydroxylase subunit beta",-10.1939602645818,10.5393240990112,-28.4180536467012,3.22865853891042e-23,1.46589606576299e-22,41.4935710642966
"35","200658_s_at","PHB","5245","prohibitin",-8.83885310765864,9.22021466749702,-25.454925688678,7.685399689852e-22,2.12032245891735e-21,38.7767960255502
"36","200660_at","S100A11","6282","S100 calcium binding protein A11",-9.0183649724783,10.5544608171388,-18.9811549214429,3.04350387952525e-18,4.15218017175882e-18,31.2855785304536
"37","200661_at","CTSA","5476","cathepsin A",-12.2465110619472,11.3289617668891,-39.1876153579452,2.7429891858138e-27,1.4922823623173e-25,48.8670786357808
"38","200662_s_at","TOMM20","9804","translocase of outer mitochondrial membrane 20",-8.75417396440186,9.72045969343748,-25.6242242381957,6.35525829849655e-22,1.79160508942162e-21,38.9423377661592
"39","200665_s_at","SPARC","6678","secreted protein acidic and cysteine rich",-9.69101833485631,10.7047772737467,-23.8245666480062,5.09486646733595e-21,1.11654988800062e-20,37.1120253165927
"40","200671_s_at","SPTBN1","6711","spectrin beta, non-erythrocytic 1",-7.61406665162297,8.22698523317482,-12.8856903320086,9.51635985009634e-14,1.00136518137593e-13,21.3845406066196
"41","200677_at","PTTG1IP","754","PTTG1 interacting protein",-12.3141932441854,11.7939775516236,-45.4224556824016,3.54157452328919e-29,9.15201883059981e-27,51.8811765304343
"42","200679_x_at","HMGB1","3146","high mobility group box 1",-10.3404236614813,11.2540588453975,-25.2795544751518,9.3689554727773e-22,2.52635921052891e-21,38.603908090468
"43","200681_at","GLO1","2739","glyoxalase I",-10.0058465086593,10.8700335060499,-30.9149243539253,2.8115585414269e-24,2.01820440670482e-23,43.5157426646616
"44","200687_s_at","SF3B3","23450","splicing factor 3b subunit 3",-8.59780943400386,9.57912070337805,-28.2873129218366,3.68891007615253e-23,1.6180070928075e-22,41.3813417275822
"45","200692_s_at","HSPA9","3313","heat shock protein family A (Hsp70) member 9",-8.94741292378202,9.61089575337801,-26.8738590833863,1.61795474171256e-22,5.65008744825525e-22,40.1243108361726
"46","200696_s_at","GSN","2934","gelsolin",-12.4446760464506,11.2206729984446,-35.755081193011,4.03678529495891e-26,8.2901133772633e-25,46.8657850363301
"47","200700_s_at","KDELR2","11014","KDEL endoplasmic reticulum protein retention receptor 2",-10.4928285220068,11.2864171979095,-31.8461746994286,1.18594479515154e-24,9.91270838211573e-24,44.2149411503738
"48","200704_at","LITAF","9516","lipopolysaccharide induced TNF factor",-12.1225351858967,11.3015805683547,-36.7457082747324,1.81274195334334e-26,4.85540201344986e-25,47.472045451227
"49","200710_at","ACADVL","37","acyl-CoA dehydrogenase very long chain",-12.1834832860613,11.4140898105735,-41.2476050014746,6.07814190256422e-28,5.23564389995879e-26,49.9436676559722
"50","200712_s_at","MAPRE1","22919","microtubule associated protein RP/EB family member 1",-8.42602979519376,8.7243185315975,-16.8088448103364,8.55484747226087e-17,1.0234792442701e-16,28.1454170012814
"51","200722_s_at","CAPRIN1","4076","cell cycle associated protein 1",-8.73833281249736,9.24917740795711,-19.6589897371,1.14801854426086e-18,1.65967622645824e-18,32.1917281533757
"52","200727_s_at","ACTR2","10097","actin related protein 2",-8.61257311878334,9.0746729469767,-15.1762451539427,1.33485175041508e-15,1.48844849983357e-15,25.5194176632688
"53","200730_s_at","PTP4A1","7803","protein tyrosine phosphatase 4A1",-7.86678092701645,8.23204519266065,-15.1300539931681,1.44757430348454e-15,1.61008892220429e-15,25.4414557258298
"54","200736_s_at","GPX1","2876","glutathione peroxidase 1",-9.50661711233076,10.0878282673695,-32.6019625707227,5.98892659092041e-25,5.97159529210424e-24,44.7621377895124
"55","200750_s_at","RAN","5901","RAN, member RAS oncogene family",-9.88700793027165,10.8934785253655,-24.3539462116228,2.72237309134163e-21,6.40036312073572e-21,37.6669954765617
"56","200751_s_at","HNRNPC","3183","heterogeneous nuclear ribonucleoprotein C",-7.67227270175473,8.45703012840853,-17.9110628074997,1.50917263222945e-17,1.9086233003848e-17,29.7857256625252
"57","200755_s_at","CALU","813","calumenin",-7.78787217902689,8.79041641153573,-23.5938529827701,6.72156127757646e-21,1.43550699185707e-20,36.8656387386224
"58","200760_s_at","ARL6IP5","10550","ADP ribosylation factor like GTPase 6 interacting protein 5",-9.72600907824498,9.77664030466563,-23.6744498139377,6.09974529740292e-21,1.31722215649349e-20,36.9520273305536
"59","200762_at","DPYSL2","1808","dihydropyrimidinase like 2",-9.11213320137956,9.22948817971742,-18.5923147804225,5.39669822236577e-18,7.13348729222347e-18,30.7506590092738
"60","200769_s_at","MAT2A","4144","methionine adenosyltransferase 2A",-8.45628824532045,9.13631590273802,-19.9831276881512,7.27591011873846e-19,1.08369823622517e-18,32.6136204066221
"61","200770_s_at","LAMC1","3915","laminin subunit gamma 1",-7.98453826919701,8.71297667815655,-26.7275084013144,1.89330949797228e-22,6.43061637810738e-22,39.9894234377249
"62","200776_s_at","BZW1","9689","basic leucine zipper and W2 domains 1",-8.43494861483025,8.85228777586617,-27.6012326306358,7.49456494564746e-23,2.99107411794759e-22,40.7813486347624
"63","200778_s_at","SEPTIN2","4735","septin 2",-9.68226178961221,10.1580240684994,-20.2765510646886,4.84145266386214e-19,7.3848227794572e-19,32.98936234029
"64","200782_at","ANXA5","308","annexin A5",-9.84310433739521,10.2747861757945,-28.6465714651716,2.56126883997225e-23,1.20523439647253e-22,41.6881480654627
"65","200786_at","PSMB7","5695","proteasome 20S subunit beta 7",-10.0773534371077,10.572767979681,-39.4738728068722,2.21474097788154e-27,1.29583240988881e-25,49.021922576238
"66","200787_s_at","PEA15","8682","proliferation and apoptosis adaptor protein 15",-7.84691266154482,8.39042217458162,-20.0725535786508,6.42293030341999e-19,9.63594913928659e-19,32.7287494301637
"67","200790_at","ODC1","4953","ornithine decarboxylase 1",-10.2661134776238,11.2366331935474,-25.9625673267214,4.36190629875395e-22,1.30310900119807e-21,39.2692295899232
"68","200793_s_at","ACO2","50","aconitase 2",-11.3164579699911,10.4763764848188,-41.7955259241905,4.12109166383135e-28,4.05496038388546e-26,50.2158228619369
"69","200795_at","SPARCL1","8404","SPARC like 1",-10.9138726454989,10.2626842222523,-22.7453568867252,1.9025503817749e-20,3.71377611576861e-20,35.9350249310261
"70","200796_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",-7.18455638217907,7.36469173106278,-12.5815152253804,1.74653699015806e-13,1.82726423970315e-13,20.7914549423383
"71","200806_s_at","HSPD1","3329","heat shock protein family D (Hsp60) member 1",-9.36528315514108,10.8645958725307,-12.7313114478584,1.29348115017301e-13,1.35738918669594e-13,21.0848964142457
"72","200808_s_at","ZYX","7791","zyxin",-8.80758422387638,9.22199540760313,-28.9886239237324,1.81682050991945e-23,9.02878269432728e-23,41.9756809388015
"73","200810_s_at","CIRBP","1153","cold inducible RNA binding protein",-11.0114466083629,10.2860584089522,-32.0314537528082,1.00164628045283e-24,8.67627127286099e-24,44.3507292543497
"74","200812_at","CCT7","10574","chaperonin containing TCP1 subunit 7",-10.0098426248587,10.5225000891731,-38.1585378396092,5.99349507926127e-27,2.22422516033275e-25,48.2957204794806
"75","200821_at","LAMP2","3920","lysosomal associated membrane protein 2",-5.28791921714454,5.90959244332275,-14.3293746695912,6.08837085499867e-15,6.6060314980234e-15,24.0559020081423
"76","200823_x_at","RPL29","6159","ribosomal protein L29",-11.8633398044933,12.3756738040861,-40.9547993926468,7.4962649561003e-28,5.9604916997095e-26,49.7958539301085
"77","200824_at","GSTP1","2950","glutathione S-transferase pi 1",-9.83421885905505,10.5715602765576,-40.3413847179534,1.16868540298792e-27,8.23657598787619e-26,49.4806977343609
"78","200825_s_at","HYOU1","10525","hypoxia up-regulated 1",-10.0174242766091,10.7711456086207,-31.3550347266256,1.86409937942237e-24,1.44153919590742e-23,43.8497012746965
"79","200826_at","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide",-10.7838862488237,11.4979631228361,-31.0643302209506,2.44394660213327e-24,1.79589535858182e-23,43.6298299087386
"80","200828_s_at","ZNF207","7756","zinc finger protein 207",-9.90357088400541,10.3545566340878,-29.875492057017,7.58824186558031e-24,4.43971748445292e-23,42.7010329050816
"81","200832_s_at","SCD","6319","stearoyl-CoA desaturase",-7.6728740014369,9.27995039918743,-14.0795292609257,9.6512997559119e-15,1.04499582901825e-14,23.6099511295831
"82","200837_at","BCAP31","10134","B cell receptor associated protein 31",-10.6277428838401,11.0653090720648,-33.3437035825093,3.10752531891691e-25,3.60915206515405e-24,45.2822979325488
"83","200841_s_at","EPRS1","2058","glutamyl-prolyl-tRNA synthetase 1",-6.4809723920875,7.33048614390403,-16.9996998017496,6.2934558308461e-17,7.61154700914732e-17,28.4367366447402
"84","200845_s_at","PRDX6","9588","peroxiredoxin 6",-11.9131896973358,10.5714560067641,-30.9965305629322,2.60419426411638e-24,1.89124271967796e-23,43.5781496480239
"85","200847_s_at","SARAF","51669","store-operated calcium entry associated regulatory factor",-10.6929455201365,10.4361848976571,-28.1544403968509,4.22642554791396e-23,1.83046726593313e-22,41.2665992912425
"86","200853_at","H2AZ1","3015","H2A.Z variant histone 1",-10.1933207605774,11.1029640508333,-29.5290304313075,1.06413717741967e-23,5.86126001275025e-23,42.4210715007953
"87","200857_s_at","NCOR1","9611","nuclear receptor corepressor 1",-9.25831823298463,8.88547619565422,-30.7462076605053,3.29611103915644e-24,2.31249781276564e-23,43.3860130155727
"88","200864_s_at","RAB11A","8766","RAB11A, member RAS oncogene family",-8.09304836391054,7.94283626848264,-21.9984481622144,4.89504109107301e-20,8.71384754501573e-20,35.0826121138303
"89","200868_s_at","RNF114","55905","ring finger protein 114",-9.49134059954462,9.93631813448091,-25.7888095324754,5.28901627967264e-22,1.53569658083004e-21,39.102004515968
"90","200870_at","STRAP","11171","serine/threonine kinase receptor associated protein",-9.89642227022425,10.6651196574883,-36.5527706775818,2.11517241788336e-26,5.33264200638723e-25,47.3558770537225
"91","200873_s_at","CCT8","10694","chaperonin containing TCP1 subunit 8",-10.2060809924591,10.9809607756804,-27.8383866073493,5.85515686759125e-23,2.4209121928534e-22,40.9908701671547
"92","200877_at","CCT4","10575","chaperonin containing TCP1 subunit 4",-10.928125721142,11.7508626018733,-35.5882097112286,4.62925252548392e-26,9.26149166550042e-25,46.7612239713524
"93","200878_at","EPAS1","2034","endothelial PAS domain protein 1",-10.6826959479399,10.2665440079616,-33.1108694919276,3.81244354343367e-25,4.23741484881284e-24,45.1207759225972
"94","200881_s_at","DNAJA1","3301","DnaJ heat shock protein family (Hsp40) member A1",-9.7828640903021,10.3720845965588,-38.1211580985914,6.1684412701908e-27,2.22422516033275e-25,48.27452374488
"95","200882_s_at","PSMD4","5710","proteasome 26S subunit, non-ATPase 4",-10.0855371819681,10.2875305158193,-34.8903967875725,8.26305620840506e-26,1.32081120114763e-24,46.3161143185133
"96","200884_at","CKB","1152","creatine kinase B",-12.6827942054306,11.2055150101866,-18.8916477160319,3.46935336289602e-18,4.69187299535131e-18,31.1634399767798
"97","200890_s_at","SSR1","6745","signal sequence receptor subunit 1",-6.87397168234373,8.11947063326323,-20.1557873209487,5.7215851389272e-19,8.61711292657273e-19,32.8354205251573
"98","200894_s_at","FKBP4","2288","FKBP prolyl isomerase 4",-7.65874247160781,8.5875652253355,-22.1142672319988,4.21997564544442e-20,7.60380271732896e-20,35.2168992765624
"99","200900_s_at","M6PR","4074","mannose-6-phosphate receptor, cation dependent",-7.61711414404279,8.29558381313823,-19.8496468878519,8.77225518120872e-19,1.29229279415336e-18,32.4407602035636
"100","200902_at","SELENOF","9403","selenoprotein F",-8.1379644877184,8.43650016518902,-27.309847093565,1.01775959766069e-22,3.80708385083932e-22,40.5207784899913
"101","200903_s_at","AHCY","191","adenosylhomocysteinase",-9.3229543676362,10.2905136832038,-16.691669730636,1.03437612523441e-16,1.22802464178863e-16,27.9650005802519
"102","200906_s_at","PALLD","23022","palladin, cytoskeletal associated protein",-7.64297680797087,7.61823055387045,-12.4915777419187,2.09410787821105e-13,2.185738313811e-13,20.6139875537375
"103","200910_at","CCT3","7203","chaperonin containing TCP1 subunit 3",-9.75546230522935,10.4601158293048,-26.9710766176092,1.45819391733944e-22,5.16783924305097e-22,40.2134091484116
"104","200911_s_at","TACC1","6867","transforming acidic coiled-coil containing protein 1",-10.6109311644797,10.6023541088608,-35.5388000013573,4.82139019393983e-26,9.46274113380216e-25,46.7301263666111
"105","200914_x_at","KTN1","3895","kinectin 1",-8.29633005581421,8.26212764509634,-16.6774225543285,1.05861374676161e-16,1.25583826652936e-16,27.9429822945503
"106","200917_s_at","SRPRA","6734","SRP receptor subunit alpha",-7.36647232375466,7.78213965754879,-15.9449167981987,3.56052490451686e-16,4.08327948554245e-16,26.7865286215667
"107","200921_s_at","BTG1","694","BTG anti-proliferation factor 1",-11.0257605809672,10.629591551827,-35.1065027285642,6.89769256537409e-26,1.18764190157263e-24,46.455332619666
"108","200922_at","KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1",-9.25723652604567,9.76616030373645,-22.0517436524631,4.57154774422443e-20,8.18497087461892e-20,35.1445035847669
"109","200927_s_at","RAB14","51552","RAB14, member RAS oncogene family",-9.57632681701469,9.55453411609094,-31.9188001017206,1.10985154429591e-24,9.41505453184814e-24,44.2682960890088
"110","200930_s_at","VCL","7414","vinculin",-6.17156910454133,5.98250621049655,-14.0748317226159,9.73583367098979e-15,1.05378081025268e-14,23.6015028201393
"111","200934_at","DEK","7913","DEK proto-oncogene",-9.12202677406902,10.2573958146619,-28.6931515496455,2.44369929058112e-23,1.16386861644394e-22,41.7275643737137
"112","200935_at","CALR","811","calreticulin",-8.59892138235657,9.60412390831383,-22.0998359176958,4.29856739638974e-20,7.73193590267087e-20,35.2002096360349
"113","200936_at","RPL8","6132","ribosomal protein L8",-12.5137404617799,12.8487383104768,-43.1062057546954,1.65903741281767e-28,2.23681522484679e-26,50.844134299108
"114","200942_s_at","HSBP1","3281","heat shock factor binding protein 1",-10.1907355752749,10.8243331706622,-38.2523221526072,5.57675655415145e-27,2.13500272523749e-25,48.3487634022768
"115","200946_x_at","GLUD1","2746","glutamate dehydrogenase 1",-9.55593063257589,9.6955943440121,-25.300658882359,9.14766035584177e-22,2.47313816595164e-21,38.624790042202
"116","200951_s_at","CCND2","894","cyclin D2",-5.42295586957392,7.55181133861986,-11.679670246395,1.12365767234474e-12,1.15456011992745e-12,18.9672220576335
"117","200956_s_at","SSRP1","6749","structure specific recognition protein 1",-8.12171664489478,8.98274395366965,-22.0647132835531,4.49621416912314e-20,8.05939892396004e-20,35.1595398549767
"118","200968_s_at","PPIB","5479","peptidylprolyl isomerase B",-9.770719057278,10.3571285826401,-22.4268780143149,2.83691911066092e-20,5.29637938721224e-20,35.5754663381384
"119","200969_at","SERP1","27230","stress associated endoplasmic reticulum protein 1",-9.6248590047966,9.75355396126614,-26.0807161296591,3.82875440178926e-22,1.16060287389526e-21,39.3821578993509
"120","200973_s_at","TSPAN3","10099","tetraspanin 3",-12.399993646336,11.441070194245,-30.0449017389062,6.44039595791804e-24,3.9314306821858e-23,42.8363703598026
"121","200974_at","ACTA2","59","actin alpha 2, smooth muscle",-11.2938939054401,11.1241473839526,-22.8522481789205,1.66566251489807e-20,3.30256998638038e-20,36.0544275553302
"122","200975_at","PPT1","5538","palmitoyl-protein thioesterase 1",-9.51157831348828,9.97166709165173,-27.8597721969489,5.72680831106204e-23,2.37417547762077e-22,41.0096526579885
"123","200979_at","PDHA1","5160","pyruvate dehydrogenase E1 alpha 1 subunit",-8.83600804397337,8.45978408059827,-26.5244414469209,2.35776931869437e-22,7.80905152082929e-22,39.80073649519
"124","200982_s_at","ANXA6","309","annexin A6",-9.11422263832418,9.40533665529276,-24.9492262978924,1.36526571771542e-21,3.49891652118637e-21,38.2743080360041
"125","200989_at","HIF1A","3091","hypoxia inducible factor 1 subunit alpha",-9.58295256036731,10.199018912098,-27.7906874335053,6.15223903792233e-23,2.5235573090737e-22,40.9489109497298
"126","200990_at","TRIM28","10155","tripartite motif containing 28",-9.85431062171718,10.5127302190737,-30.0196545280927,6.59939141880309e-24,3.97373063877833e-23,42.8162651140172
"127","200992_at","IPO7","10527","importin 7",-8.75836020556174,9.85550119129681,-24.2447445209166,3.09494602100608e-21,7.17031367453569e-21,37.5536804355277
"128","200999_s_at","CKAP4","10970","cytoskeleton associated protein 4",-9.55937652226236,10.1481999844741,-27.513806501484,8.21266010492684e-23,3.18741664397724e-22,40.703533742953
"129","201000_at","AARS1","16","alanyl-tRNA synthetase 1",-9.48874259319782,10.3155409225333,-31.5034619398104,1.62483556802806e-24,1.28536099399363e-23,43.9608985337588
"130","201007_at","HADHB","3032","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta",-11.1711341765652,10.7717235140806,-38.3715104305885,5.0899259204146e-27,2.07682372094811e-25,48.4158890777132
"131","201008_s_at","TXNIP","10628","thioredoxin interacting protein",-11.1763411313738,10.4441630102937,-15.4002807720465,9.03324906517582e-16,1.0145637577367e-15,25.8945811377004
"132","201014_s_at","PAICS","10606","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase",-7.22095248406055,8.99124574582383,-12.111665571032,4.55318394308291e-13,4.71748192699636e-13,19.8535418891856
"133","201016_at","EIF1AX","1964","eukaryotic translation initiation factor 1A X-linked",-4.93791145144375,6.37137997745218,-10.278622003092,2.45688137145385e-11,2.49305927122983e-11,15.9274555824771
"134","201020_at","YWHAH","7533","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta",-9.3879470575487,9.38236454804168,-25.1936410161666,1.03284083066642e-21,2.75394618735733e-21,38.5186832786852
"135","201021_s_at","DSTN","11034","destrin, actin depolymerizing factor",-9.82084152499679,10.9340809476668,-22.1531100540911,4.01571934374525e-20,7.30653235616899e-20,35.2617601632406
"136","201027_s_at","EIF5B","9669","eukaryotic translation initiation factor 5B",-8.43470566700457,9.09177092193198,-30.0003469707001,6.72371247238572e-24,4.03292695877526e-23,42.8008746959257
"137","201028_s_at","CD99","4267","CD99 molecule (Xg blood group)",-10.0832861947679,10.2272722134267,-27.5107921111429,8.23864998305207e-23,3.19350669968056e-22,40.7008451760312
"138","201031_s_at","HNRNPH1","3187","heterogeneous nuclear ribonucleoprotein H1",-9.45913297195931,10.1084582662415,-25.8926150800464,4.71313780071177e-22,1.39460308397015e-21,39.2020718847807
"139","201032_at","BLCAP","10904","BLCAP apoptosis inducing factor",-10.918226611653,10.7481394780221,-35.1293211227174,6.76781797983062e-26,1.17245829918742e-24,46.4699600844615
"140","201036_s_at","HADH","3033","hydroxyacyl-CoA dehydrogenase",-10.3289984590009,9.96188640607379,-24.8503029282659,1.52958089725079e-21,3.86571341676829e-21,38.1745854945921
"141","201039_s_at","RAD23A","5886","RAD23 homolog A, nucleotide excision repair protein",-8.43431800700844,8.83847849745573,-26.9112267392595,1.55451086366604e-22,5.46546279844488e-22,40.1586051522745
"142","201041_s_at","DUSP1","1843","dual specificity phosphatase 1",-12.2211606552708,11.159418995198,-27.7576928837885,6.36680520975048e-23,2.59782407308371e-22,40.9198333447969
"143","201051_at","ANP32A","8125","acidic nuclear phosphoprotein 32 family member A",-9.92225878547839,10.0617931267749,-32.0185046721114,1.01350931603244e-24,8.6865647251569e-24,44.3412741750098
"144","201053_s_at","PSMF1","9491","proteasome inhibitor subunit 1",-6.74360099951689,7.50467761565257,-18.8091643527205,3.91618660866781e-18,5.26173945991286e-18,31.0503621207073
"145","201054_at","HNRNPA0","10949","heterogeneous nuclear ribonucleoprotein A0",-8.79815120204909,9.26269096561871,-28.818374575785,2.15446024071669e-23,1.04227475919851e-22,41.8331199993338
"146","201058_s_at","MYL9","10398","myosin light chain 9",-10.6325357181548,9.86780493087092,-12.014591680828,5.56739659105423e-13,5.74716938377468e-13,19.6564011000315
"147","201063_at","RCN1","5954","reticulocalbin 1",-8.9142928349769,9.80500036568027,-22.0105830555105,4.81936579388228e-20,8.59393520806725e-20,35.0967189091785
"148","201064_s_at","PABPC4","8761","poly(A) binding protein cytoplasmic 4",-9.66279401989521,9.99290403785221,-35.1796267903234,6.49033792026569e-26,1.15088735990683e-24,46.502159313575
"149","201068_s_at","PSMC2","5701","proteasome 26S subunit, ATPase 2",-9.53186244409441,10.2177073200378,-29.8732063585525,7.6050973404185e-24,4.43971748445292e-23,42.6991999755697
"150","201075_s_at","SMARCC1","6599","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",-8.04039469781284,8.95179883377863,-21.0718528923638,1.64604343517468e-19,2.69218390953412e-19,33.9792867757033
"151","201079_at","SYNGR2","9144","synaptogyrin 2",-10.3275265603652,10.7997741715827,-36.9801985756341,1.50434243928622e-26,4.39756076844414e-25,47.6120160556927
"152","201091_s_at","CBX3","11335","chromobox 3",-7.39217497133393,8.60774564599276,-21.1541852853549,1.4751126362883e-19,2.43315121549468e-19,34.0794559023348
"153","201101_s_at","BCLAF1","9774","BCL2 associated transcription factor 1",-7.55324973646126,8.35565408992818,-18.4105655395487,7.07804761423545e-18,9.25728623017467e-18,30.4967329612719
"154","201105_at","LGALS1","3956","galectin 1",-10.9035229977769,10.9180545419567,-24.5718847373948,2.11080482312983e-21,5.12576801607329e-21,37.8913620287983
"155","201108_s_at","THBS1","7057","thrombospondin 1",-9.47583243608602,9.2843687029485,-22.5189549000566,2.52614119245306e-20,4.77365255197863e-20,35.6800096468512
"156","201111_at","CSE1L","1434","chromosome segregation 1 like",-7.6921856786981,8.79382750604169,-13.3883586605877,3.56594429618351e-14,3.79478149020764e-14,22.3410541664523
"157","201114_x_at","PSMA7","5688","proteasome 20S subunit alpha 7",-11.160099737822,11.577644226087,-28.7789262026982,2.24155456533479e-23,1.07768383055863e-22,41.7999314644419
